time,user@domain,computer,process_name,start_end,class
4742031,U461@DOM1,C2039,P161,End,0
4742031,U461@DOM1,C2039,P165,End,0
4742031,U461@DOM1,C2039,P168,End,0
4742031,U461@DOM1,C2039,P211,End,0
4742031,U461@DOM1,C2039,P237,End,0
4742031,U461@DOM1,C2039,P3153,End,0
4742031,U461@DOM1,C2039,P4866,End,0
4742031,U461@DOM1,C2039,P560,End,0
4742031,U461@DOM1,C2039,P750,End,0
4742031,U461@DOM1,C2039,P780,End,0
4742031,U5356@DOM1,C12670,P501,Start,0
4742032,C1031$@DOM1,C1031,P16,Start,0
4742032,C1042$@DOM1,C1042,P5,Start,0
4742032,C1070$@DOM1,C1070,P10,Start,0
4742032,C10764$@DOM1,C10764,P19,Start,0
4742032,C108$@DOM1,C108,P16,End,0
4742032,C10953$@DOM1,C10953,P10,Start,0
4742032,C11545$@DOM1,C11545,P10,Start,0
4742032,C11675$@DOM1,C11675,P16,Start,0
4742032,C11870$@DOM1,C11870,P4,Start,0
4742032,C11940$@DOM1,C11940,P21,Start,0
4742032,C11940$@DOM1,C11940,P86,Start,0
4742032,C1256$@DOM1,C1256,P16,Start,0
4742032,C12829$@DOM1,C12829,P59,Start,0
4742032,C12900$@DOM1,C12900,P1123,Start,0
4742032,C13384$@DOM1,C13384,P25,Start,0
4742032,C13384$@DOM1,C13384,P5,Start,0
4742032,C13551$@DOM1,C13551,P16,Start,0
4742032,C13881$@DOM1,C13881,P16,Start,0
4742032,C1424$@DOM1,C1424,P16,Start,0
4742032,C14431$@DOM1,C14431,P16,Start,0
4742032,C14494$@DOM1,C14494,P16,Start,0
4742032,C1524$@DOM1,C1524,P16,Start,0
4811774,C9142$@DOM1,C9142,P14,Start,0
4811774,C9537$@DOM1,C9537,P16,Start,0
4811774,LOCAL SERVICE@C12943,C12943,P90,End,0
4811774,LOCAL SERVICE@C17422,C17422,P90,Start,0
4811774,LOCAL SERVICE@C18706,C18706,P90,Start,0
4811774,LOCAL SERVICE@C20800,C20800,P9,End,0
4811774,LOCAL SERVICE@C2103,C2103,P17,End,0
4811774,LOCAL SERVICE@C2103,C2103,P17,Start,0
4811774,LOCAL SERVICE@C2103,C2103,P5,End,0
4811774,U1231@DOM1,C14302,P16,End,0
4811774,U2663@DOM1,C7493,P51,Start,0
4811774,U3451@DOM1,C9093,P34,Start,0
4811774,U3684@DOM1,C9537,P560,Start,0
4811774,U3684@DOM1,C9537,P734,Start,0
4811774,U3684@DOM1,C9537,P793,Start,0
4811774,U4042@DOM1,C10245,P339,Start,0
4811774,U4385@DOM1,C11006,P34,Start,0
4811774,U5535@DOM1,C13007,P11320,Start,0
4811774,U6461@DOM1,C17552,P152,Start,0
4811774,U6605@DOM1,C1175,P23,Start,0
4811774,U6820@DOM1,C15082,P415,Start,0
4811774,U7384@DOM1,C24980,P22859,End,0
4811774,U9478@DOM1,C19990,P16,End,0
4811775,C1041$@DOM1,C1041,P59,Start,0
4811775,C10478$@DOM1,C10478,P13,Start,0
4811775,C10478$@DOM1,C10478,P14,Start,0
4811775,C11202$@DOM1,C11202,P126,End,0
4811775,C11202$@DOM1,C11202,P156,Start,0
4811775,C11290$@DOM1,C11290,P16,Start,0
4811775,C11663$@DOM1,C11663,P16,Start,0
4811775,C11675$@DOM1,C11675,P16,Start,0
4811775,C12670$@DOM1,C12670,P5,Start,0
4811775,C1268$@DOM1,C1268,P47,Start,0
4811775,C1268$@DOM1,C1268,P777,Start,1
4811775,C1284$@DOM1,C1284,P16,Start,0
4811775,C12927$@DOM1,C12927,P131,Start,0
4811775,C1302$@DOM1,C1302,P19,End,0
4811775,C13124$@DOM1,C13124,P13,Start,0
4811775,C13124$@DOM1,C13124,P14,Start,0
4811775,C1313$@DOM1,C1313,P19,Start,0
4811775,C13890$@DOM1,C13890,P13,Start,0
4811775,C14649$@DOM1,C14649,P280,Start,0
4811775,C14856$@DOM1,C14856,P16,Start,0
4811775,C1547$@DOM1,C1547,P13,Start,0
4811775,C1558$@DOM1,C1558,P16,Start,0
4811775,C16820$@DOM1,C16820,P265,Start,0
4811775,C183$@DOM1,C183,P13,Start,0
4811775,C183$@DOM1,C183,P14,Start,0
4811775,C1847$@DOM1,C1847,P25,Start,0
4811775,C18716$@DOM1,C18716,P16,Start,0
4811775,C18810$@DOM1,C18810,P16,Start,0
4811775,C18912$@DOM1,C18912,P13,Start,0
4811775,C18998$@DOM1,C18998,P13,Start,0
4811775,C18998$@DOM1,C18998,P14,Start,0
4811775,C19027$@DOM1,C19027,P59,Start,0
4811775,C1993$@DOM1,C1993,P5,Start,0
4811775,C20301$@DOM1,C20301,P14,Start,0
4811775,C20481$@DOM1,C20481,P1123,Start,0
4811775,C20481$@DOM1,C20481,P3732,Start,0
4811775,C2148$@DOM1,C2148,P21,End,0
4811775,C2148$@DOM1,C2148,P21,Start,0
4811775,C2148$@DOM1,C2148,P50,End,0
4811775,C2148$@DOM1,C2148,P50,Start,0
4811775,C2148$@DOM1,C2148,P86,End,0
4811775,C2148$@DOM1,C2148,P86,Start,0
4811775,C2150$@DOM1,C2150,P59,End,0
4811775,C2150$@DOM1,C2150,P59,Start,0
4811775,C22926$@DOM1,C22926,P16,Start,0
4811775,C23350$@DOM1,C23350,P16,Start,0
4811775,C24221$@DOM4,C24221,P16,End,0
4811775,C24795$@DOM1,C24795,P16,End,0
4811775,C24874$@DOM1,C24874,P265,Start,0
4811775,C25433$@DOM1,C25433,P16,Start,0
4811775,C256$@DOM1,C256,P13,Start,0
4811775,C256$@DOM1,C256,P14,Start,0
4811775,C2710$@DOM1,C2710,P1123,Start,0
4811775,C2710$@DOM1,C2710,P3732,Start,0
4811775,C3156$@DOM1,C3156,P95,Start,0
4811775,C339$@DOM1,C339,P16,Start,0
4811775,C34$@DOM1,C34,P16,Start,0
4811775,C3459$@DOM1,C3459,P16,Start,0
4811775,C444$@DOM1,C444,P21,Start,0
4811775,C4580$@DOM1,C4580,P1123,Start,0
4811775,C523$@DOM1,C523,P25,End,0
4811775,C523$@DOM1,C523,P5,End,0
4811775,C6314$@DOM1,C6314,P16,Start,0
4811775,C673$@DOM1,C673,P16,Start,0
4811775,C712$@DOM1,C712,P16,Start,0
4811775,C7946$@DOM1,C7946,P16,Start,0
4811775,C880$@DOM1,C880,P16,Start,0
4811775,C972$@DOM1,C972,P59,End,0
4811775,C972$@DOM1,C972,P59,Start,0
4811775,C9829$@DOM1,C9829,P21,End,0
4811775,C9829$@DOM1,C9829,P263,Start,0
4811775,C9829$@DOM1,C9829,P537,End,0
4811775,C9829$@DOM1,C9829,P537,Start,0
4811775,C9945$@DOM1,C9945,P48,Start,0
4811775,LOCAL SERVICE@C1993,C1993,P18,End,0
4811775,LOCAL SERVICE@C1993,C1993,P18,Start,0
4811775,LOCAL SERVICE@C1993,C1993,P5,End,0
4811775,U1018@C895,C895,P130,Start,0
4811775,U1382@DOM1,C3156,P95,End,0
4811775,U138@DOM1,C2084,P105,End,0
4811775,U163@DOM1,C537,P292,Start,0
4811775,U214@DOM1,C3156,P95,End,0
4811775,U2654@DOM1,C79,P11320,Start,0
4811775,U3737@DOM1,C3070,P165,End,0
4811775,U3737@DOM1,C3070,P168,End,0
4811775,U3737@DOM1,C3070,P211,End,0
4811775,U3737@DOM1,C3070,P731,End,0
4811775,U4468@DOM1,C11202,P125,End,0
4811775,U4468@DOM1,C11202,P4866,End,0
4811775,U5356@DOM1,C12670,P501,Start,0
4811775,U5712@DOM1,C3156,P95,End,0
4811775,U5762@DOM1,C13401,P130,Start,0
4811775,U6000@DOM1,C3156,P95,End,0
4811775,U6165@DOM1,C14076,P152,Start,0
4811775,U6709@DOM1,C15045,P6746,Start,0
4811775,U6709@DOM1,C15045,P88,Start,0
4811775,U6841@DOM1,C15257,P11320,End,0
4811775,U6841@DOM1,C15257,P152,End,0
4811775,U6841@DOM1,C15257,P153,End,0
4811775,U6842@DOM1,C15262,P130,Start,0
4811775,U9011@DOM1,C18988,P107,Start,0
4811775,U9322@DOM1,C19398,P258,Start,0
4811776,C1035$@DOM1,C1035,P16,Start,0
4811776,C10605$@DOM1,C10605,P19,Start,0
4811776,C10605$@DOM1,C10605,P23,End,0
4811776,C10605$@DOM1,C10605,P23,Start,0
4811776,C10605$@DOM1,C10605,P24,End,0
4811776,C10605$@DOM1,C10605,P24,Start,0
4811776,C10605$@DOM1,C10605,P83,Start,0
4811776,C1069$@DOM1,C1069,P5,Start,0
4811776,C108$@DOM1,C108,P265,End,0
4811776,C108$@DOM1,C108,P265,Start,0
4811776,C10974$@DOM1,C10974,P16,Start,0
4811776,C1116$@DOM1,C1116,P25,Start,0
4811776,C1116$@DOM1,C1116,P5,Start,0
4811776,C11358$@DOM1,C11358,P13,Start,0
4811776,C11358$@DOM1,C11358,P14,Start,0
4811776,C11679$@DOM1,C11679,P16,Start,0
4811776,C1175$@DOM1,C1175,P5,Start,0
4811776,C1228$@DOM1,C1228,P13,Start,0
4811776,C1228$@DOM1,C1228,P14,Start,0
4811776,C12726$@DOM1,C12726,P16,Start,0
4811776,C12900$@DOM1,C12900,P1123,Start,0
4827523,U9052@DOM1,C19225,P13,End,0
4827524,C1041$@DOM1,C1041,P59,Start,0
4827524,C11420$@DOM1,C11420,P16,Start,0
4827524,C11912$@DOM1,C11912,P16,Start,0
4827524,C12168$@DOM1,C12168,P19,Start,0
4827524,C12900$@DOM1,C12900,P3732,Start,0
4827524,C15049$@DOM1,C15049,P16,Start,0
4827524,C15580$@DOM1,C15580,P16,Start,0
4827524,C15597$@DOM1,C15597,P16,Start,0
4827524,C1623$@DOM1,C1623,P16,Start,0
4827524,C16354$@DOM1,C16354,P25,Start,0
4827524,C16698$@DOM1,C16698,P16,Start,0
4827524,C187$@DOM1,C187,P16,Start,0
4827524,C19231$@DOM1,C19231,P118,Start,0
4827524,C19741$@DOM1,C19741,P118,Start,0
4827524,C20851$@DOM1,C20851,P16,Start,0
4827524,C2148$@DOM1,C2148,P54,Start,0
4827524,C22462$@DOM1,C22462,P16,Start,0
4827524,C236$@DOM1,C236,P103,Start,0
4827524,C236$@DOM1,C236,P12,Start,0
4827524,C236$@DOM1,C236,P5,Start,0
4827524,C25531$@DOM1,C25531,P1123,Start,0
4827524,C25531$@DOM1,C25531,P115,Start,0
4827524,C1268$@DOM1,C1268,P777,End,2
4827524,C3283$@DOM1,C3283,P16,Start,0
4827524,C5030$@DOM1,C5030,P100,End,0
4827524,C5030$@DOM1,C5030,P100,Start,0
4827524,C5030$@DOM1,C5030,P21,End,0
4827524,C5030$@DOM1,C5030,P21,Start,0
4827524,C5030$@DOM1,C5030,P5,End,0
4827524,C5030$@DOM1,C5030,P99,End,0
4827524,C5693$@DOM1,C5693,P16,Start,0
4827524,C802$@DOM1,C802,P59,Start,0
4827524,C8198$@DOM1,C8198,P19,Start,0
4827524,C926$@DOM1,C926,P25,End,0
4827524,C926$@DOM1,C926,P25,Start,0
4827524,C926$@DOM1,C926,P5,End,0
4827524,C926$@DOM1,C926,P5,Start,0
4827524,C989$@DOM1,C989,P16,Start,0
4827524,U11@DOM1,C318,P34,End,0
4827524,U11@DOM1,C318,P34,Start,0
4827524,U67@C1723,C1723,P59,End,0
4827524,U67@C1723,C1723,P59,Start,0
4827525,C1052$@DOM1,C1052,P16,Start,0
4827525,C11567$@DOM1,C11567,P19,Start,0
4827525,C12019$@DOM1,C12019,P52,Start,0
4827525,C12670$@DOM1,C12670,P5,Start,0
4827525,C12964$@DOM1,C12964,P16,Start,0
4827525,C14356$@DOM1,C14356,P16,Start,0
4827525,C1502$@DOM1,C1502,P91,Start,0
4827525,C1553$@DOM1,C1553,P16,Start,0
4827525,C15696$@DOM1,C15696,P16,Start,0
4827525,C1625$@DOM1,C1625,P9,End,0
4827525,C1625$@DOM1,C1625,P9,Start,0
4827525,C1685$@DOM1,C1685,P100,End,0
4827525,C1685$@DOM1,C1685,P100,Start,0
4827525,C1685$@DOM1,C1685,P21,End,0
4827525,C1685$@DOM1,C1685,P21,Start,0
4827525,C1685$@DOM1,C1685,P5,Start,0
4827525,C1685$@DOM1,C1685,P99,Start,0
4827525,C1712$@DOM1,C1712,P25,Start,0
4827525,C1712$@DOM1,C1712,P5,Start,0
4827525,C18401$@DOM1,C18401,P16,Start,0
4827525,C19954$@DOM1,C19954,P25,Start,0
4827525,C19954$@DOM1,C19954,P5,Start,0
4827525,C20197$@DOM1,C20197,P16,Start,0
4827525,C20481$@DOM1,C20481,P1123,Start,0
4827525,C20481$@DOM1,C20481,P3732,Start,0
4827525,C22210$@DOM1,C22210,P25,Start,0
4827525,C22210$@DOM1,C22210,P5,Start,0
4827525,C22381$@DOM1,C22381,P16,Start,0
4827525,C24003$@DOM1,C24003,P16,Start,0
4827525,C2536$@DOM1,C2536,P16,Start,0
4827525,C25531$@DOM1,C25531,P118,Start,0
4827525,C26889$@DOM1,C26889,P44,Start,0
4827525,C2710$@DOM1,C2710,P1123,Start,0
4827525,C2710$@DOM1,C2710,P3732,Start,0
4827525,C3324$@DOM1,C3324,P16,Start,0
4827525,C3602$@DOM1,C3602,P47,Start,0
4827525,C3839$@DOM1,C3839,P25,Start,0
4827525,C3839$@DOM1,C3839,P5,Start,0
4827525,C444$@DOM1,C444,P21,Start,0
4827525,C449$@DOM1,C449,P5,Start,0
4827525,C4580$@DOM1,C4580,P3732,Start,0
4827525,C5147$@DOM1,C5147,P16,End,0
4827525,C5999$@DOM1,C5999,P16,Start,0
4827525,C6001$@DOM1,C6001,P16,Start,0
4827525,C6035$@DOM1,C6035,P16,Start,0
4827525,C621$@DOM1,C621,P21,End,0
4827525,C621$@DOM1,C621,P21,Start,0
4827525,C621$@DOM1,C621,P66,End,0
4827525,C621$@DOM1,C621,P66,Start,0
4827525,C6257$@DOM1,C6257,P16,Start,0
4827525,C6503$@DOM1,C6503,P16,Start,0
4827525,C67$@DOM1,C67,P13,Start,0
4827525,C67$@DOM1,C67,P14,Start,0
4827525,C6897$@DOM1,C6897,P16,Start,0
4827525,C7131$@DOM1,C7131,P16,Start,0
4827525,C7308$@DOM1,C7308,P91,Start,0
