time,duration,source_computer,source_port,destination_computer,destination_port,protocol,packet_count,byte_count
820249,60,C2588,N1,C9845,N1022,6,3,138
820249,60,C585,445,C19154,N5723,6,12,1539
820249,60,C7115,N8258,C706,80,6,10,5533
820249,60,C9303,N5411,C2588,N1,6,3,138
820249,60,C9845,N1022,C2588,N1,6,3,138
820249,60,C9900,N5069,C706,80,6,8,3008
820249,61,C16678,N1663,C5720,445,6,6,417
820249,61,C5339,N5321,C5721,445,6,5,324
820249,61,C5720,445,C16678,N1663,6,3,279
820249,61,C5721,445,C6874,N5339,6,3,279
820249,63,C3173,N1738,C9178,N1435,6,64,8448
820249,7,C1685,N732,C7889,N7600,6,6,2982
820249,70,C14714,N1806,C23679,3306,6,120,5928
820249,70,C23679,3306,C14714,N1806,6,192,207912
820249,8,C3826,N10117,C706,80,6,38,21797
820249,8,C706,80,C3826,N10117,6,25,3102
820250,0,C10841,N16701,C3028,80,6,6,970
820250,0,C11132,N2472,C706,80,6,7,2945
820250,0,C14122,N13972,C706,80,6,8,2811
820250,0,C14122,N13980,C706,80,6,8,2811
820250,0,C1685,N732,C19658,N2281,6,4,413
820250,0,C1685,N732,C19658,N2484,6,4,414
820250,0,C1685,N732,C6651,N10037,6,4,372
820250,0,C1685,N732,C6651,N15248,6,4,372
820250,0,C1685,N732,C6651,N15301,6,4,372
820250,0,C1707,N732,C6651,N10036,6,4,376
820250,0,C1707,N732,C6651,N10041,6,4,376
820250,0,C1707,N732,C6651,N10191,6,4,376
820250,0,C1823,N154,C2127,N155,1,1,60
820250,0,C18929,N10022,C5096,445,6,1,52
820250,0,C19658,N2281,C1685,N732,6,5,857
820250,0,C19658,N2484,C1685,N732,6,5,857
820250,0,C2127,N155,C1823,N155,1,1,60
820250,0,C2174,N155,C21582,N155,1,2,120
820250,0,C231,80,C8163,N5284,6,6,2226
820250,0,C231,80,C8163,N5377,6,6,2226
820250,0,C231,80,C8163,N851,6,6,2226
820250,0,C2320,N24985,C467,139,6,4,216
820250,0,C2320,N25101,C467,88,17,1,198
820250,0,C2320,N25102,C467,88,17,1,276
820250,0,C2320,N25103,C467,88,17,1,1386
820250,0,C2320,N25104,C467,88,17,1,1396
820250,0,C2320,N8198,C467,445,6,17,5319
820250,0,C3028,80,C10841,N16701,6,5,1051
820250,0,C467,139,C2320,N24985,6,2,112
820250,0,C467,445,C2320,N8198,6,15,2561
820250,0,C467,88,C2320,N25101,17,1,430
820250,0,C467,88,C2320,N25102,17,1,1398
820250,0,C467,88,C2320,N25103,17,1,1404
820250,0,C467,88,C2320,N25104,17,1,1376
820250,0,C5515,N16679,C585,445,6,1,46
820250,0,C585,445,C5515,N16679,6,1,46
820250,0,C6651,N10036,C1707,N732,6,7,481
820250,0,C6651,N10037,C1685,N732,6,6,430
820250,0,C6651,N10041,C1707,N732,6,6,430
820250,0,C6651,N10191,C1707,N732,6,6,420
820250,0,C6651,N15301,C1685,N732,6,6,429
820250,0,C706,80,C11132,N2472,6,4,511
820250,0,C706,80,C14122,N13972,6,5,2148
820250,0,C706,80,C14122,N13980,6,5,2148
820250,0,C706,80,C772,N2114,6,4,510
820250,0,C706,80,C8163,N5286,6,6,2226
820250,0,C706,80,C8163,N5382,6,6,2226
820250,0,C772,N2114,C706,80,6,5,337
820250,0,C8163,N5284,C231,80,6,9,3199
820250,0,C8163,N5286,C706,80,6,9,3199
820250,0,C8163,N5377,C231,80,6,9,3199
820250,0,C8163,N5382,C706,80,6,9,3199
820250,0,C8163,N851,C231,80,6,9,3199
820250,1,C706,80,C772,N2046,6,11,6742
820250,1,C772,N2046,C706,80,6,10,3730
820250,10,C1458,N15634,C1685,N732,6,6,1222
820250,10,C993,N15358,C1685,N732,6,6,1255
820250,13,C706,445,C8163,N884,6,232,314544
820250,13,C8163,N884,C706,445,6,135,11289
820250,14,C528,445,C10561,N18614,6,10,1737
820250,18,C22040,N23916,C585,445,6,3,171
820250,26,C5721,445,C8052,N9135,6,7,1315
820250,26,C8052,N9135,C5721,445,6,8,1261
820250,29,C8163,N5380,C706,80,6,35,21194
820250,34,C18046,N7474,C5721,445,6,4,278
820250,35,C467,445,C2320,N3613,6,2,1168
820250,37,C1015,N306,C19536,N5140,6,2,92
820250,54,C458,1433,C6310,N18984,6,15,2161
820250,6,C1685,N732,C1458,N15634,6,4,2758
820250,6,C1685,N732,C993,N15358,6,4,2758
820250,60,C2588,N1,C2823,N5824,6,3,138
820250,60,C2645,N5043,C2588,N1,6,2,92
820250,60,C2823,N5824,C2588,N1,6,3,138
820250,61,C1968,443,C17778,N6062,6,22,12071
820250,61,C4891,N4208,C5721,445,6,7,842
820250,65,C20101,N712,C5698,2049,6,4369,748372
820250,65,C5721,445,C13973,N354,6,101,98084
820251,0,C10,139,C2993,N10024,6,1,46
820251,0,C1065,389,C2533,2049,17,1,191
820251,0,C1065,88,C2533,N20382,6,6,1982
820251,0,C13348,N10657,C706,80,6,9,3207
820251,0,C13348,N18228,C231,80,6,9,3207
820251,0,C13348,N19150,C231,80,6,9,3207
820251,0,C13348,N19465,C231,80,6,9,3207
820251,0,C13348,N19466,C706,80,6,9,3207
820251,0,C13348,N19467,C231,80,6,9,3207
820251,0,C1685,N732,C6651,N10042,6,4,2638
820251,0,C1973,80,C772,N16072,6,5,452
820251,0,C1973,80,C772,N16173,6,5,452
820251,0,C1973,80,C772,N16175,6,5,452
820251,0,C1973,80,C772,N4194,6,5,452
820251,0,C22166,N24025,C706,80,6,12,5897
820251,0,C231,80,C13348,N18228,6,6,2226
820251,0,C231,80,C13348,N19150,6,6,2226
820251,0,C231,80,C13348,N19465,6,6,2226
820251,0,C231,80,C13348,N19467,6,6,2226
820251,0,C2533,2049,C1065,389,17,1,191
820251,0,C2533,N20382,C1065,88,6,6,1946
820251,0,C2533,N25097,C529,389,17,1,235
820251,0,C2533,N25098,C528,389,17,1,192
820251,0,C2533,N3376,C528,389,6,12,3118
820251,0,C283,N2383,C5721,445,6,23,6174
820251,0,C3116,N9900,C5736,445,6,3,208
820251,0,C4377,N22067,C706,80,6,8,3376
820251,0,C528,389,C2533,N25098,17,1,193
820251,0,C528,389,C2533,N3376,6,11,7396
820251,0,C529,389,C2533,N25097,17,1,191
820251,0,C5736,445,C3116,N9900,6,4,254
820251,0,C6651,N10042,C1685,N732,6,6,1210
820251,0,C706,80,C13348,N10657,6,6,2226
820251,0,C706,80,C13348,N19466,6,6,2226
820251,0,C706,80,C13384,N13144,6,7,4132
820251,0,C706,80,C1515,N5814,6,7,4131
820251,0,C706,80,C22166,N24025,6,9,4561
820251,0,C706,80,C2485,N13469,6,6,3942
820251,0,C706,80,C4377,N22067,6,7,4117
820251,0,C706,80,C4659,N936,6,7,4128
820251,0,C706,80,C772,N15328,6,6,607
820251,0,C772,N16072,C1973,80,6,7,1690
820251,0,C772,N16173,C1973,80,6,7,1699
820251,0,C772,N16175,C1973,80,6,7,1690
820251,0,C772,N4194,C1973,80,6,7,1699
820251,0,C9704,N2649,C5721,445,6,6,995
820251,1,C706,80,C133,N9915,6,4,515
820251,11,C9704,N17311,C585,445,6,13,3887
820251,17,C431,N21083,C706,80,6,70,37974
820251,17,C706,80,C431,N21083,6,66,40202
820251,28,C13348,N476,C754,445,6,506,29347
820251,28,C754,445,C13348,N476,6,947,1383167
820251,31,C24447,137,C4920,137,17,6,522
820251,4,C14189,N22803,C5721,445,6,26,5221
820251,40,C13348,N17734,C706,445,6,1235,67145
820251,48,C2588,N1,C17186,N3472,6,8,1696
820251,48,C2588,N1,C19934,N5099,6,9,1742
820251,52,C14984,N154,C2174,N155,1,2,120
820251,52,C2174,N155,C14984,N155,1,2,120
820251,57,C24448,137,C4174,137,17,9,702
820251,59,C2588,N1,C2645,N5043,6,2,92
820251,60,C10931,N13527,C706,80,6,10,6258
820251,60,C13384,N13144,C706,80,6,9,3759
820251,60,C1515,N5814,C706,80,6,9,3705
820251,60,C16389,N5848,C2588,N1,6,3,138
820251,60,C2485,N13469,C706,80,6,8,2992
820251,60,C2588,N1,C16389,N5848,6,3,138
820251,60,C2588,N1,C7573,N5805,6,3,138
820251,60,C4659,N936,C706,80,6,9,4140
820251,60,C5720,445,C3032,N3252,6,38,23242
820251,60,C772,N15328,C706,80,6,11,6682
820251,61,C133,N9915,C706,80,6,8,3001
820251,63,C9443,N2184,C5721,139,6,2884,770412
820252,0,C10,139,C3322,N8469,6,1,48
820252,0,C1065,88,C14296,N17713,6,6,2042
820252,0,C11270,N23149,C5720,139,6,2,94
820252,0,C12502,N12588,C5720,139,6,2,94
820252,0,C13348,N10025,C706,80,6,9,3207
820252,0,C13348,N5892,C706,80,6,9,3207
820252,0,C13348,N9578,C231,80,6,9,3207
820252,0,C13923,N13019,C366,445,6,1,52
820252,0,C14296,N17713,C1065,88,6,6,2031
820252,0,C14539,N6787,C706,80,6,1,46
820252,0,C1516,N9176,C1973,80,6,7,1745
820252,0,C1516,N9321,C1973,80,6,7,1736
820252,0,C1516,N9382,C1973,80,6,7,1745
820252,0,C1516,N9461,C1973,80,6,7,1736
820252,0,C15478,N20011,C706,80,6,8,3868
820252,0,C1685,N732,C6651,N10193,6,4,445
820252,0,C1973,80,C1516,N9176,6,5,452
820252,0,C1973,80,C1516,N9321,6,5,452
820252,0,C1973,80,C1516,N9382,6,5,452
820252,0,C1973,80,C1516,N9461,6,5,452
820252,0,C2174,N155,C3451,N155,1,2,120
820252,0,C231,80,C13348,N18529,6,6,2226
820252,0,C231,80,C13348,N9578,6,6,2226
820252,0,C231,80,C3777,N17705,6,6,2226
820252,0,C231,80,C3777,N17767,6,6,2226
820252,0,C231,80,C3777,N17768,6,6,2226
820252,0,C231,80,C3777,N19092,6,6,2226
820252,0,C231,80,C3777,N19609,6,6,2226
820252,0,C231,80,C3777,N20307,6,6,2226
820252,0,C231,80,C3777,N3068,6,6,2226
820252,0,C231,80,C3777,N9642,6,6,2226
820252,0,C231,80,C5128,N8440,6,6,2226
820252,0,C231,80,C5128,N8564,6,6,2226
820252,0,C3451,N154,C2174,N155,1,2,120
820252,0,C366,445,C13923,N13019,6,1,46
820252,0,C3777,N17703,C706,80,6,9,3207
820252,0,C3777,N17705,C231,80,6,9,3207
820252,0,C3777,N17767,C231,80,6,9,3207
820252,0,C3777,N17768,C231,80,6,9,3207
820252,0,C3777,N19092,C231,80,6,9,3207
820252,0,C3777,N19301,C706,80,6,9,3207
820252,0,C3777,N19609,C231,80,6,9,3207
820252,0,C3777,N20306,C231,80,6,9,3207
820252,0,C3777,N20307,C231,80,6,9,3207
820252,0,C3777,N3068,C231,80,6,9,3207
820252,0,C3777,N9642,C231,80,6,9,3207
820252,0,C5128,N8440,C231,80,6,9,3175
820252,0,C5128,N8564,C231,80,6,9,3175
820252,0,C5720,139,C11270,N23149,6,1,48
820252,0,C585,445,C6308,N19016,6,1,46
820252,0,C6308,N19016,C585,445,6,1,52
820252,0,C706,80,C11736,N13144,6,4,515
820252,0,C706,80,C13348,N10025,6,6,2226
820252,0,C706,80,C13348,N5892,6,6,2226
820252,0,C706,80,C15478,N20011,6,7,4140
820252,0,C706,80,C160,N11556,6,7,4125
820252,0,C706,80,C3777,N17703,6,6,2226
820252,0,C706,80,C3777,N19301,6,6,2226
820252,0,C955,N6977,C3088,N338,6,9,1173
820252,10,C10,445,C3322,N8468,6,682,228924
820252,10,C2148,N20115,C1685,N732,6,6,1059
820252,11,C11270,N9096,C5720,445,6,195,27011
820252,11,C5720,445,C11270,N9096,6,190,21329
820252,15,C13175,N12590,C585,445,6,11,3366
820252,15,C585,445,C13175,N12590,6,8,1443
820252,29,C13348,N19990,C706,80,6,20,10436
820252,29,C706,80,C13348,N19990,6,14,3244
820252,31,C9585,N5758,C5721,445,6,4,278
820252,47,C17186,N3472,C2588,N1,6,8,368
820252,47,C19934,N5099,C2588,N1,6,8,368
820252,5,C12502,N12483,C5720,445,6,27,5913
820252,5,C1685,N732,C2148,N20115,6,4,2571
820252,60,C11736,N13144,C706,80,6,8,3040
820252,60,C160,N11556,C706,80,6,9,3852
820253,0,C10,N616,C20254,445,6,1,52
820253,0,C1685,N732,C21195,N18276,6,1,46
820253,0,C1973,80,C7400,N11946,6,5,452
820253,0,C1973,80,C7400,N12049,6,5,452
820253,0,C1973,80,C7400,N14568,6,5,452
820253,0,C1973,80,C7400,N344,6,5,452
820253,0,C19987,N154,C585,N155,1,1,60
820253,0,C19987,N17972,C585,139,6,4,252
820253,0,C19987,N18230,C585,445,6,8,2775
820253,0,C2270,N11109,C5720,22,6,23,3480
820253,0,C4977,445,C19346,N3775,6,1,46
820253,0,C528,123,C20061,123,17,1,96
820253,0,C528,N155,C18648,N155,1,2,120
820253,0,C528,N155,C4620,N155,1,2,120
820253,0,C528,N2591,C5381,N6393,6,8,2055
820253,0,C528,N2591,C5381,N6394,6,6,1923
820253,0,C528,N2591,C5381,N6493,6,6,1605
820253,0,C5720,22,C2270,N11109,6,23,9646
820253,0,C5721,445,C6787,N2015,6,24,5916
820253,0,C585,139,C19987,N17972,6,2,94
820253,0,C585,445,C19987,N18230,6,6,1090
820253,0,C585,N155,C19987,N155,1,1,60
820253,0,C6787,N2015,C5721,445,6,25,7038
820253,0,C706,80,C17644,N16476,6,6,3934
820253,0,C7400,N11946,C1973,80,6,7,1699
820253,0,C7400,N12049,C1973,80,6,7,1690
820253,0,C7400,N14568,C1973,80,6,7,1690
820253,0,C7400,N344,C1973,80,6,7,1699
820253,0,C8631,N21369,C585,139,6,1,46
820253,1,C11015,N20511,C706,80,6,7,2966
820253,1,C2270,N10995,C5720,22,6,24,3532
820253,1,C5474,N8774,C1841,N338,6,2,196
820253,1,C5720,22,C2270,N10995,6,23,9686
820253,10,C528,445,C12841,N17519,6,9,1653
820253,11,C2588,N1,C18077,N5767,6,8,2080
820253,11,C5137,N13853,C1707,N732,6,9,2987
820253,12,C14373,N5810,C2588,N1,6,13,677
820253,12,C21195,N20170,C1685,N732,6,11,5492
820253,12,C2588,N1,C14373,N5810,6,13,2417
820253,12,C2588,N1,C14858,N4880,6,7,2032
820253,12,C2588,N1,C20811,N8327,6,7,2032
820253,12,C528,445,C4620,N19430,6,15,2418
820253,12,C7904,N19992,C1707,N732,6,11,5135
820253,24,C1823,N6539,C2225,445,6,44,12983
820253,24,C2225,445,C1823,N6539,6,44,18199
820253,24,C2588,N1,C14079,N998,6,3,304
820253,38,C2588,N1,C20254,N4024,6,8,1964
820253,45,C1222,N25107,C3873,80,6,5,926
820253,45,C3873,80,C1222,N25107,6,3,934
820253,49,C2588,N1,C19454,N5756,6,4,466
820253,5,C528,445,C18648,N10173,6,15,2418
820253,59,C2588,N1,C17037,N5885,6,3,264
820253,6,C1707,N732,C5137,N13853,6,6,2984
820253,60,C10133,N5883,C2588,N1,6,4,210
820253,60,C15407,N5813,C2588,N1,6,3,157
820253,60,C15977,N1731,C2588,N1,6,4,210
820253,60,C17644,N16476,C706,80,6,8,2975
820253,60,C23893,N5786,C2588,N1,6,3,157
820253,60,C24737,N405,C2588,N1,6,3,157
820253,60,C2588,N1,C1004,N5286,6,3,138
820253,60,C2588,N1,C10133,N5883,6,4,210
820253,60,C2588,N1,C10630,N7495,6,3,138
820253,60,C2588,N1,C11435,N81,6,3,138
820253,60,C2588,N1,C1156,N5882,6,3,138
820253,60,C2588,N1,C11663,N3690,6,3,138
820253,60,C2588,N1,C11833,N5031,6,3,138
820253,60,C2588,N1,C12449,N1583,6,3,138
820253,60,C2588,N1,C12770,N1700,6,3,138
820253,60,C2588,N1,C13194,N688,6,3,138
820253,60,C2588,N1,C1496,N2785,6,3,138
820253,60,C2588,N1,C1519,N5795,6,3,138
820253,60,C2588,N1,C1526,N5879,6,3,138
820253,60,C2588,N1,C15300,N18745,6,3,138
820253,60,C2588,N1,C15407,N5813,6,3,158
820253,60,C2588,N1,C15688,N5890,6,3,138
820253,60,C2588,N1,C15977,N1731,6,4,210
820253,60,C2588,N1,C16234,N6162,6,3,138
820253,60,C2588,N1,C16364,N5722,6,3,138
820253,60,C2588,N1,C17931,N2047,6,3,138
820253,60,C2588,N1,C19316,N4298,6,3,138
820253,60,C2588,N1,C19616,N2210,6,3,138
820253,60,C2588,N1,C23893,N5786,6,3,158
820253,60,C2588,N1,C24737,N405,6,3,158
820253,60,C2588,N1,C257,N5169,6,3,138
820253,60,C2588,N1,C2645,N7303,6,3,138
820253,60,C2588,N1,C3412,N8328,6,3,138
820253,60,C2588,N1,C3684,N5803,6,3,138
820253,60,C2588,N1,C6922,N5265,6,3,138
820253,60,C2588,N1,C714,N9451,6,3,138
820253,60,C2588,N1,C8221,N7304,6,3,138
820253,60,C2588,N1,C8553,N4092,6,4,210
820253,60,C2588,N1,C8823,N4627,6,3,138
820253,60,C2588,N1,C9587,N5817,6,3,138
820253,60,C8553,N4092,C2588,N1,6,4,210
820253,61,C7188,N9486,C5721,445,6,42,9006
820253,62,C2588,N1,C23671,N2800,6,4,210
820253,63,C2588,N1,C7296,N4135,6,4,184
820253,67,C49,N17484,C5721,445,6,400,67602
820253,67,C5721,445,C49,N17484,6,448,301254
820253,7,C1707,N732,C7904,N19992,6,8,3209
820253,71,C13544,N710,C3156,N3225,6,429,250766
820253,71,C23778,N21107,C5736,2049,6,793028,673184164
820253,71,C5736,2049,C23778,N21107,6,851440,849222680
820253,72,C17397,N13939,C5720,445,6,21070,2317033
820253,72,C2693,N1097,C7046,N710,6,46717,2488089
820253,72,C3156,N3225,C13544,N710,6,275,12692
820253,8,C1685,N732,C21195,N20170,6,6,544
820254,0,C10,445,C20254,N10016,6,1,46
820254,0,C10,N2979,C6411,N12245,6,1,46
820254,0,C1065,N155,C11658,N155,1,2,120
820254,0,C10841,N16703,C742,80,6,5,580
820254,0,C10841,N7385,C742,80,6,5,796
820254,0,C10951,1127,C585,139,6,1,46
820254,0,C11573,N8872,C5736,111,6,6,472
820254,0,C11658,N154,C1065,N155,1,2,120
820254,0,C11658,N7500,C612,389,6,15,3682
820254,0,C13544,N5852,C706,80,6,1,46
820254,0,C13544,N7281,C706,80,6,1,46
820254,0,C18769,N10299,C585,445,6,1,52
820254,0,C19679,N5637,C706,80,6,1,46
820254,0,C2174,N155,C4753,N155,1,2,120
820254,0,C231,80,C5128,N10060,6,6,2226
820254,0,C231,80,C5128,N10061,6,6,2226
820254,0,C231,80,C5128,N10146,6,6,2226
820254,0,C231,80,C5128,N10205,6,6,2226
820254,0,C231,80,C5128,N10210,6,6,2226
820254,0,C231,80,C5128,N5887,6,6,2226
820254,0,C231,80,C5128,N7194,6,6,2226
820254,0,C231,80,C6943,N11056,6,6,2226
820254,0,C231,80,C6943,N13069,6,6,2226
820254,0,C231,80,C6943,N199,6,6,2226
820254,0,C3873,80,C7400,N13214,6,2,305
820254,0,C4753,N154,C2174,N155,1,2,120
820254,0,C5128,N10045,C706,80,6,9,3175
820254,0,C5128,N10049,C706,80,6,9,3175
820254,0,C5128,N10060,C231,80,6,9,3175
820254,0,C5128,N10061,C231,80,6,9,3175
820254,0,C5128,N10146,C231,80,6,9,3175
820254,0,C5128,N10210,C231,80,6,9,3175
820254,0,C5128,N5887,C231,80,6,9,3175
820254,0,C5128,N7194,C231,80,6,9,3175
820254,0,C528,445,C6487,N8819,6,1,46
820254,0,C53,N7130,C5463,445,6,1,52
820254,0,C5736,111,C11573,N8872,6,4,252
820254,0,C612,389,C11658,N7500,6,12,5360
820254,0,C612,389,C11658,N7500,6,13,5588
820254,0,C612,N155,C11658,N155,1,3,166
820254,0,C6943,N11056,C231,80,6,9,3211
820254,0,C6943,N13002,C706,80,6,9,3211
820254,0,C6943,N13069,C231,80,6,9,3211
820254,0,C6943,N13070,C706,80,6,9,3211
820254,0,C6943,N199,C231,80,6,9,3211
820254,0,C706,80,C10894,N5246,6,7,4133
820254,0,C706,80,C5128,N10045,6,6,2226
820254,0,C706,80,C5128,N10049,6,6,2226
820254,0,C706,80,C6943,N13002,6,6,2226
820254,0,C706,80,C6943,N13070,6,6,2226
820254,0,C742,80,C10841,N16703,6,3,542
820254,0,C742,80,C10841,N7385,6,3,860
820254,1,C11658,N16626,C612,389,6,21,5649
820254,1,C11658,N17781,C612,389,6,9,2218
820254,1,C5720,22,C2270,N11121,6,23,9686
820254,1,C612,389,C11658,N16626,6,23,22637
820254,1,C612,389,C11658,N16626,6,27,28197
820254,1,C612,389,C11658,N17781,6,7,846
820254,1,C7400,N13214,C3873,80,6,4,680
820254,10,C18077,N5767,C2588,N1,6,8,368
820254,11,C11658,N9688,C612,445,6,13,3937
820254,11,C14858,N4880,C2588,N1,6,7,322
820254,11,C20811,N8327,C2588,N1,6,7,322
