time,user@domain,computer,process_name,start_end
199897,C7689$@DOM1,C7689,P5,Start
199897,C7689$@DOM1,C7689,P83,Start
199897,C8080$@DOM1,C8080,P5,Start
199897,C883$@DOM1,C883,P16,End
199897,C898$@DOM1,C898,P13,Start
199897,C898$@DOM1,C898,P14,Start
199897,C9072$@DOM1,C9072,P13,Start
199897,C9072$@DOM1,C9072,P14,Start
199897,C9103$@DOM1,C9103,P16,Start
199897,C935$@DOM1,C935,P16,Start
199897,C9368$@DOM1,C9368,P25,Start
199897,C9368$@DOM1,C9368,P5,Start
199897,C9451$@DOM1,C9451,P9,Start
199897,C9477$@DOM1,C9477,P25,Start
199897,C9477$@DOM1,C9477,P5,Start
199897,C999$@DOM1,C999,P9,Start
199897,LOCAL SERVICE@C486,C486,P90,Start
199897,LOCAL SERVICE@C8548,C8548,P14,End
199897,NETWORK SERVICE@C2901,C2901,P9,End
199897,U11@DOM1,C318,P34,End
199897,U3083@DOM1,C8080,P501,Start
199897,U344@DOM1,C486,P125,End
199897,U344@DOM1,C486,P125,Start
199897,U344@DOM1,C486,P159,End
199897,U344@DOM1,C486,P159,Start
199897,U344@DOM1,C486,P160,Start
199897,U344@DOM1,C486,P161,Start
199897,U344@DOM1,C486,P162,Start
199897,U344@DOM1,C486,P21,End
199897,U344@DOM1,C486,P214,End
199897,U344@DOM1,C486,P214,Start
199897,U344@DOM1,C486,P289,End
199897,U344@DOM1,C486,P290,End
199897,U344@DOM1,C486,P290,Start
199897,U344@DOM1,C486,P291,Start
199897,U344@DOM1,C486,P292,Start
199897,U344@DOM1,C486,P5,End
199897,U67@C1933,C1933,P59,End
199897,U67@C1933,C1933,P59,Start
199898,C101$@DOM1,C101,P16,Start
199898,C10289$@DOM1,C10289,P23,Start
199898,C10289$@DOM1,C10289,P5,Start
199898,C10572$@DOM1,C10572,P91,Start
199898,C10792$@DOM1,C10792,P16,Start
199898,C10878$@DOM1,C10878,P16,Start
199898,C11184$@DOM1,C11184,P16,Start
199898,C11441$@DOM1,C11441,P16,Start
199898,C1173$@DOM1,C1173,P16,End
199898,C12670$@DOM1,C12670,P5,Start
199898,C12816$@DOM1,C12816,P16,Start
199898,C1382$@DOM1,C1382,P5,Start
199898,C15339$@DOM1,C15339,P16,Start
199898,C1647$@DOM1,C1647,P16,Start
199898,C1685$@DOM1,C1685,P5,End
199898,C1685$@DOM1,C1685,P5,Start
199898,C1685$@DOM1,C1685,P60,End
199898,C1685$@DOM1,C1685,P60,Start
199898,C1685$@DOM1,C1685,P63,End
199898,C1685$@DOM1,C1685,P63,Start
199898,C1978$@DOM1,C1978,P9,Start
199898,C2164$@DOM1,C2164,P16,Start
199898,C236$@DOM1,C236,P12,Start
199898,C236$@DOM1,C236,P5,Start
199898,C241$@DOM1,C241,P23,End
199898,C241$@DOM1,C241,P23,Start
199898,C241$@DOM1,C241,P24,End
199898,C241$@DOM1,C241,P24,Start
199898,C241$@DOM1,C241,P5,End
199898,C241$@DOM1,C241,P5,Start
199898,C2428$@DOM1,C2428,P16,End
199898,C2704$@DOM1,C2704,P16,Start
199898,C2877$@DOM1,C2877,P14,Start
199898,C384$@DOM1,C384,P16,Start
199898,C493$@DOM1,C493,P1,Start
199898,C6102$@DOM1,C6102,P13,Start
199898,C6102$@DOM1,C6102,P14,Start
199898,C617$@DOM1,C617,P16,Start
199898,C701$@DOM1,C701,P16,Start
199898,C718$@DOM1,C718,P16,Start
199898,C7511$@DOM1,C7511,P16,Start
199898,C765$@DOM1,C765,P5,End
199898,C765$@DOM1,C765,P5,Start
199898,C765$@DOM1,C765,P56,End
199898,C765$@DOM1,C765,P56,Start
199898,C8707$@DOM1,C8707,P13,Start
199898,C8732$@DOM1,C8732,P14,Start
199898,C9647$@DOM1,C9647,P14,Start
199898,C9647$@DOM1,C9647,P171,Start
199898,C9647$@DOM1,C9647,P212,Start
199898,C9647$@DOM1,C9647,P5,Start
199898,C976$@DOM1,C976,P16,Start
199898,LOCAL SERVICE@C1382,C1382,P17,End
199898,LOCAL SERVICE@C1382,C1382,P17,Start
199898,LOCAL SERVICE@C1382,C1382,P18,End
199898,LOCAL SERVICE@C1382,C1382,P18,Start
199898,LOCAL SERVICE@C1382,C1382,P5,End
199898,U1891@DOM1,C5981,P34,Start
199898,U2435@DOM1,C6967,P34,Start
199898,U24@DOM1,C1770,P111,End
199898,U2585@DOM1,C7274,P258,Start
199898,U2671@DOM1,C1848,P2723,End
199898,U3124@DOM1,C8435,P247,Start
199898,U3690@DOM1,C9647,P168,Start
199898,U3690@DOM1,C9647,P21,Start
199898,U3690@DOM1,C9647,P214,Start
199898,U5356@DOM1,C12670,P501,Start
199899,C10107$@DOM1,C10107,P16,Start
199899,C10107$@DOM1,C10107,P4,Start
199899,C10289$@DOM1,C10289,P10,Start
199899,C10289$@DOM1,C10289,P23,End
199899,C10289$@DOM1,C10289,P24,End
199899,C10289$@DOM1,C10289,P24,Start
199899,C10289$@DOM1,C10289,P5,End
199899,C10289$@DOM1,C10289,P5,Start
199899,C10289$@DOM1,C10289,P83,Start
199899,C1035$@DOM1,C1035,P37,End
199899,C1035$@DOM1,C1035,P37,Start
199899,C1035$@DOM1,C1035,P5,End
199899,C1035$@DOM1,C1035,P5,Start
199899,C12837$@DOM1,C12837,P782,Start
199899,C14231$@DOM1,C14231,P16,Start
199899,C1438$@DOM1,C1438,P25,End
199899,C1438$@DOM1,C1438,P25,Start
199899,C1438$@DOM1,C1438,P5,End
199899,C1438$@DOM1,C1438,P5,Start
199899,C14848$@DOM1,C14848,P260,Start
199899,C15889$@DOM1,C15889,P16,Start
199899,C1646$@DOM1,C1646,P119,Start
199899,C1661$@DOM1,C1661,P16,Start
199899,C16665$@DOM1,C16665,P16,Start
199899,C16814$@DOM1,C16814,P16,Start
199899,C17240$@DOM1,C17240,P265,Start
199899,C17378$@DOM1,C17378,P16,End
199899,C17788$@DOM1,C17788,P14,Start
199899,C1980$@DOM1,C1980,P16,Start
199899,C2255$@DOM1,C2255,P16,Start
199899,C2527$@DOM1,C2527,P95,Start
199899,C3149$@DOM1,C3149,P47,Start
199899,C3639$@DOM1,C3639,P16,End
199899,C415$@DOM1,C415,P16,Start
199899,C4308$@DOM1,C4308,P16,Start
199899,C4655$@DOM1,C4655,P13,Start
199899,C4655$@DOM1,C4655,P14,Start
199899,C486$@DOM1,C486,P16,End
199899,C64$@DOM1,C64,P16,Start
199899,C6467$@DOM1,C6467,P16,Start
199899,C6957$@DOM1,C6957,P16,Start
199899,C7546$@DOM1,C7546,P16,End
199899,C7689$@DOM1,C7689,P23,Start
199899,C7689$@DOM1,C7689,P24,Start
199899,C7732$@DOM1,C7732,P57,Start
199899,C7732$@DOM1,C7732,P9,Start
199899,C8064$@DOM1,C8064,P16,Start
199899,C8080$@DOM1,C8080,P5,Start
199899,C92$@DOM1,C92,P209,Start
199899,C9389$@DOM1,C9389,P5,Start
199899,C9661$@DOM1,C9661,P740,Start
199899,U1295@C2527,C2527,P95,End
199899,U2856@DOM1,C7891,P152,Start
199899,U3083@DOM1,C8080,P501,Start
199899,U344@DOM1,C486,P284,End
199899,U3665@DOM1,C9389,P984,Start
199899,U5412@DOM1,C12837,P782,End
199899,U949@DOM1,C810,P107,Start
199900,C10289$@DOM1,C10289,P10,End
199900,C111$@DOM1,C111,P16,Start
199900,C11374$@DOM1,C11374,P16,Start
199900,C12670$@DOM1,C12670,P5,Start
199900,C1271$@DOM1,C1271,P16,Start
199900,C1301$@DOM1,C1301,P16,Start
199900,C13205$@DOM1,C13205,P16,Start
199900,C1368$@DOM1,C1368,P13,Start
199900,C1368$@DOM1,C1368,P14,Start
199900,C138$@DOM1,C138,P16,Start
199900,C1451$@DOM1,C1451,P16,Start
199900,C14519$@DOM1,C14519,P16,Start
199900,C1478$@DOM1,C1478,P16,Start
199900,C1707$@DOM1,C1707,P60,End
199900,C1707$@DOM1,C1707,P60,Start
199900,C1707$@DOM1,C1707,P63,End
199900,C1707$@DOM1,C1707,P63,Start
199900,C17783$@DOM1,C17783,P13,Start
199900,C1847$@DOM1,C1847,P25,End
199900,C1847$@DOM1,C1847,P25,Start
199900,C2254$@DOM1,C2254,P5,Start
199900,C241$@DOM1,C241,P23,End
199900,C241$@DOM1,C241,P5,End
199900,C2744$@DOM1,C2744,P158,Start
199900,C3333$@DOM1,C3333,P16,Start
199900,C422$@DOM1,C422,P10,Start
199900,C5$@DOM1,C5,P452,Start
199900,C523$@DOM1,C523,P261,End
199900,C523$@DOM1,C523,P261,Start
199900,C532$@DOM1,C532,P16,Start
199900,C633$@DOM1,C633,P16,End
199900,C6606$@DOM1,C6606,P9,Start
199900,C6761$@DOM1,C6761,P25,Start
199900,C6761$@DOM1,C6761,P5,Start
199900,C7270$@DOM1,C7270,P14,Start
199900,C79$@DOM1,C79,P16,Start
199900,C8007$@DOM1,C8007,P16,Start
199900,C8092$@DOM1,C8092,P16,Start
199900,C8151$@DOM1,C8151,P21,Start
199900,C8151$@DOM1,C8151,P86,Start
199900,C9184$@DOM1,C9184,P16,Start
199900,C9460$@DOM1,C9460,P25,Start
199900,C9460$@DOM1,C9460,P5,Start
199900,LOCAL SERVICE@C2254,C2254,P22,End
199900,LOCAL SERVICE@C2254,C2254,P22,Start
199900,LOCAL SERVICE@C2254,C2254,P5,End
199900,LOCAL SERVICE@C7125,C7125,P90,Start
199900,LOCAL SERVICE@C9647,C9647,P90,Start
199900,NETWORK SERVICE@C1747,C1747,P9,End
199900,U174@DOM1,C2341,P34,Start
199900,U2322@DOM1,C6754,P130,Start
199900,U2585@DOM1,C7274,P258,Start
199900,U2799@DOM1,C7677,P34,End
199900,U3124@DOM1,C8435,P247,Start
199900,U3245@DOM1,C8631,P51,End
199900,U3410@DOM1,C9087,P258,Start
199900,U5356@DOM1,C12670,P501,Start
199901,C1005$@DOM1,C1005,P13,Start
199901,C1005$@DOM1,C1005,P14,Start
199901,C10107$@DOM1,C10107,P82,Start
199901,C10289$@DOM1,C10289,P23,End
199901,C10289$@DOM1,C10289,P23,Start
199901,C10289$@DOM1,C10289,P24,End
199901,C10289$@DOM1,C10289,P24,Start
199901,C1035$@DOM1,C1035,P37,End
199901,C1035$@DOM1,C1035,P37,Start
199901,C1035$@DOM1,C1035,P5,End
199901,C1035$@DOM1,C1035,P5,Start
199901,C11296$@DOM1,C11296,P28,Start
199901,C11296$@DOM1,C11296,P29,Start
199901,C11296$@DOM1,C11296,P5,Start
199901,C11412$@DOM1,C11412,P16,Start
199901,C11819$@DOM1,C11819,P16,Start
199901,C121$@DOM1,C121,P16,Start
199901,C12170$@DOM1,C12170,P16,Start
199901,C1233$@DOM1,C1233,P257,Start
199901,C14176$@DOM1,C14176,P16,Start
199901,C1438$@DOM1,C1438,P16,Start
199901,C1567$@DOM1,C1567,P5,Start
199901,C16088$@DOM1,C16088,P25,Start
199901,C16088$@DOM1,C16088,P5,Start
199901,C16790$@DOM1,C16790,P16,Start
199901,C1692$@DOM1,C1692,P61,End
199901,C1692$@DOM1,C1692,P62,End
199901,C1692$@DOM1,C1692,P62,Start
199901,C1692$@DOM1,C1692,P64,End
199901,C1692$@DOM1,C1692,P64,Start
199901,C17240$@DOM1,C17240,P265,Start
199901,C17794$@DOM1,C17794,P131,Start
199901,C3491$@DOM1,C3491,P16,Start
199901,C486$@DOM1,C486,P5,Start
199901,C72$@DOM1,C72,P16,End
199901,C734$@DOM1,C734,P13,Start
199901,C734$@DOM1,C734,P14,Start
199901,C7466$@DOM1,C7466,P23,End
199901,C7466$@DOM1,C7466,P23,Start
199901,C7466$@DOM1,C7466,P24,End
199901,C7466$@DOM1,C7466,P24,Start
199901,C750$@DOM1,C750,P16,Start
199901,C7732$@DOM1,C7732,P214,Start
199901,C7732$@DOM1,C7732,P57,Start
199901,C7732$@DOM1,C7732,P9,Start
199901,C8080$@DOM1,C8080,P5,Start
199901,C8713$@DOM1,C8713,P16,Start
199901,C901$@DOM1,C901,P1,End
199901,C9028$@DOM1,C9028,P13,Start
199901,C9028$@DOM1,C9028,P14,Start
199901,C9046$@DOM1,C9046,P13,Start
199901,C9170$@DOM1,C9170,P95,End
199901,C92$@DOM1,C92,P209,End
199901,LOCAL SERVICE@C1567,C1567,P17,End
199901,LOCAL SERVICE@C1567,C1567,P17,Start
199901,LOCAL SERVICE@C1567,C1567,P5,End
199901,LOCAL SERVICE@C3888,C3888,P9,End
199901,U2299@DOM1,C6694,P152,Start
199901,U2856@DOM1,C7891,P247,Start
199901,U2904@DOM1,C7786,P51,Start
199901,U3083@DOM1,C8080,P501,Start
199901,U32@DOM1,C815,P28,End
199901,U32@DOM1,C815,P29,End
199901,U344@DOM1,C486,P293,End
199901,U344@DOM1,C486,P293,Start
199901,U344@DOM1,C486,P5,End
199901,U3965@DOM1,C10107,P822,Start
199902,C101$@DOM1,C101,P16,End
199902,C1048$@DOM1,C1048,P16,Start
199902,C10518$@DOM1,C10518,P13,Start
199902,C10518$@DOM1,C10518,P14,Start
199902,C11766$@DOM1,C11766,P1,Start
199902,C11766$@DOM1,C11766,P1005,Start
199902,C11766$@DOM1,C11766,P1009,Start
199902,C11766$@DOM1,C11766,P1011,Start
199902,C11766$@DOM1,C11766,P156,Start
199902,C11766$@DOM1,C11766,P211,Start
199902,C11766$@DOM1,C11766,P215,Start
199902,C11766$@DOM1,C11766,P216,Start
199902,C11766$@DOM1,C11766,P229,Start
199902,C11766$@DOM1,C11766,P23,Start
199902,C11766$@DOM1,C11766,P231,Start
199902,C11766$@DOM1,C11766,P233,Start
199902,C11766$@DOM1,C11766,P239,Start
199902,C11766$@DOM1,C11766,P245,Start
199902,C11766$@DOM1,C11766,P255,Start
199902,C11766$@DOM1,C11766,P279,Start
199902,C11766$@DOM1,C11766,P28,Start
199902,C11766$@DOM1,C11766,P282,End
199902,C11766$@DOM1,C11766,P282,Start
199902,C11766$@DOM1,C11766,P29,Start
199902,C11766$@DOM1,C11766,P439,Start
199902,C11766$@DOM1,C11766,P454,Start
199902,C11766$@DOM1,C11766,P5,End
199902,C11766$@DOM1,C11766,P5,Start
199902,C11766$@DOM1,C11766,P573,Start
199902,C11766$@DOM1,C11766,P760,Start
199902,C11766$@DOM1,C11766,P83,Start
199902,C11766$@DOM1,C11766,P892,End
199902,C11766$@DOM1,C11766,P892,Start
199902,C1200$@DOM1,C1200,P21,End
199902,C1200$@DOM1,C1200,P21,Start
199902,C1200$@DOM1,C1200,P27,Start
199902,C1200$@DOM1,C1200,P5,Start
199902,C12670$@DOM1,C12670,P5,Start
199902,C13715$@DOM1,C13715,P16,End
199902,C1432$@DOM1,C1432,P21,End
199902,C1432$@DOM1,C1432,P21,Start
199902,C1432$@DOM1,C1432,P86,End
199902,C1432$@DOM1,C1432,P86,Start
199902,C1624$@DOM1,C1624,P50,End
199902,C1624$@DOM1,C1624,P50,Start
199902,C16268$@DOM1,C16268,P13,Start
199902,C16268$@DOM1,C16268,P14,Start
199902,C16358$@DOM1,C16358,P16,Start
199902,C16463$@DOM1,C16463,P117,Start
199902,C16816$@DOM1,C16816,P16,Start
199902,C1711$@DOM1,C1711,P16,Start
199902,C1723$@DOM1,C1723,P59,End
199902,C1723$@DOM1,C1723,P59,Start
199902,C17601$@DOM1,C17601,P16,Start
199902,C2125$@DOM1,C2125,P21,End
199902,C2125$@DOM1,C2125,P21,Start
199902,C2125$@DOM1,C2125,P54,End
199902,C2125$@DOM1,C2125,P54,Start
199902,C2292$@DOM1,C2292,P16,Start
199902,C256$@DOM1,C256,P16,Start
199902,C3076$@DOM1,C3076,P16,Start
199902,C3748$@DOM1,C3748,P16,Start
199902,C474$@DOM1,C474,P16,Start
199902,C523$@DOM1,C523,P261,End
199902,C523$@DOM1,C523,P261,Start
199902,C5989$@DOM1,C5989,P4751,Start
199902,C6589$@DOM1,C6589,P25,Start
199902,C6589$@DOM1,C6589,P5,Start
199902,C6799$@DOM1,C6799,P13,Start
199902,C6799$@DOM1,C6799,P14,Start
199902,C742$@DOM1,C742,P5,Start
199902,C765$@DOM1,C765,P5,End
199902,C765$@DOM1,C765,P5,Start
199902,C765$@DOM1,C765,P56,End
199902,C765$@DOM1,C765,P56,Start
199902,C7693$@DOM1,C7693,P16,Start
199902,C8159$@DOM1,C8159,P16,Start
199902,C914$@DOM1,C914,P16,Start
199902,C9647$@DOM1,C9647,P10,Start
199902,LOCAL SERVICE@C11766,C11766,P90,Start
199902,LOCAL SERVICE@C742,C742,P18,End
199902,LOCAL SERVICE@C742,C742,P18,Start
199902,LOCAL SERVICE@C742,C742,P5,End
199902,LOCAL SERVICE@C8435,C8435,P90,Start
199902,U2585@DOM1,C7274,P153,Start
199902,U3410@DOM1,C9087,P258,Start
199902,U3410@DOM1,C9087,P665,Start
199902,U344@DOM1,C486,P16,End
199902,U5356@DOM1,C12670,P501,Start
199903,C10289$@DOM1,C10289,P23,End
199903,C10289$@DOM1,C10289,P23,Start
199903,C10289$@DOM1,C10289,P24,End
199903,C10289$@DOM1,C10289,P24,Start
199903,C10289$@DOM1,C10289,P5,End
199903,C10289$@DOM1,C10289,P83,End
199903,C1035$@DOM1,C1035,P37,Start
199903,C1035$@DOM1,C1035,P5,Start
199903,C10482$@DOM1,C10482,P16,Start
199903,C11244$@DOM1,C11244,P16,Start
199903,C11311$@DOM1,C11311,P21,Start
199903,C11311$@DOM1,C11311,P86,Start
199903,C1139$@DOM1,C1139,P5,Start
199903,C11412$@DOM1,C11412,P13,Start
199903,C11421$@DOM1,C11421,P16,Start
199903,C11766$@DOM1,C11766,P10,End
199903,C11766$@DOM1,C11766,P10,Start
199903,C11766$@DOM1,C11766,P131,Start
199903,C11766$@DOM1,C11766,P23,End
199903,C11766$@DOM1,C11766,P23,Start
199903,C11766$@DOM1,C11766,P24,End
199903,C11766$@DOM1,C11766,P24,Start
199903,C11766$@DOM1,C11766,P5,End
199903,C11766$@DOM1,C11766,P5,Start
199903,C11766$@DOM1,C11766,P83,Start
199903,C1233$@DOM1,C1233,P25,Start
199903,C1233$@DOM1,C1233,P5,Start
199903,C12432$@DOM1,C12432,P16,Start
199903,C14445$@DOM1,C14445,P16,Start
199903,C14670$@DOM1,C14670,P16,Start
199903,C1492$@DOM1,C1492,P16,Start
199903,C15342$@DOM1,C15342,P16,Start
199903,C1567$@DOM1,C1567,P5,Start
199903,C16088$@DOM1,C16088,P265,Start
199903,C16218$@DOM1,C16218,P16,Start
199903,C17240$@DOM1,C17240,P265,Start
199903,C2046$@DOM1,C2046,P41,Start
199903,C2504$@DOM1,C2504,P16,Start
199903,C2659$@DOM1,C2659,P25,Start
199903,C2659$@DOM1,C2659,P5,Start
199903,C3374$@DOM1,C3374,P14,Start
199903,C338$@DOM1,C338,P9,Start
199903,C444$@DOM1,C444,P21,Start
199903,C6275$@DOM1,C6275,P16,Start
199903,C6731$@DOM1,C6731,P13,Start
199903,C6731$@DOM1,C6731,P14,Start
199903,C7732$@DOM1,C7732,P16,Start
199903,C7732$@DOM1,C7732,P21,Start
199903,C7732$@DOM1,C7732,P28,Start
199903,C7732$@DOM1,C7732,P29,Start
199903,C7732$@DOM1,C7732,P439,Start
199903,C7732$@DOM1,C7732,P5,Start
199903,C7786$@DOM1,C7786,P13,Start
199903,C802$@DOM1,C802,P59,Start
199903,C8080$@DOM1,C8080,P5,Start
199903,C8324$@DOM1,C8324,P16,Start
199903,C8420$@DOM1,C8420,P16,Start
199903,C8739$@DOM1,C8739,P16,Start
199903,C9046$@DOM1,C9046,P14,Start
199903,C92$@DOM1,C92,P16,Start
199903,C9389$@DOM1,C9389,P5,Start
199903,C9458$@DOM1,C9458,P25,Start
199903,C9458$@DOM1,C9458,P5,Start
199903,LOCAL SERVICE@C1139,C1139,P17,End
199903,LOCAL SERVICE@C1139,C1139,P17,Start
199903,LOCAL SERVICE@C1139,C1139,P18,End
199903,LOCAL SERVICE@C1139,C1139,P18,Start
199903,LOCAL SERVICE@C1139,C1139,P5,End
199903,LOCAL SERVICE@C13039,C13039,P90,Start
199903,LOCAL SERVICE@C1467,C1467,P90,Start
199903,LOCAL SERVICE@C1567,C1567,P18,End
199903,LOCAL SERVICE@C1567,C1567,P18,Start
199903,LOCAL SERVICE@C1567,C1567,P5,End
199903,LOCAL SERVICE@C7891,C7891,P90,Start
199903,NETWORK SERVICE@C616,C616,P9,End
199903,U1958@DOM1,C3139,P258,Start
199903,U2529@DOM1,C7219,P130,Start
199903,U2856@DOM1,C7891,P247,Start
199903,U3083@DOM1,C8080,P501,Start
199903,U3665@DOM1,C9389,P984,Start
199903,U4516@DOM1,C11134,P258,Start
199903,U5075@DOM1,C12051,P152,Start
199903,U7726@DOM1,C16806,P34,Start
199904,C10156$@DOM1,C10156,P16,Start
199904,C10399$@DOM1,C10399,P16,Start
199904,C12168$@DOM1,C12168,P16,Start
199904,C1233$@DOM1,C1233,P9,Start
199904,C12670$@DOM1,C12670,P5,Start
199904,C12816$@DOM1,C12816,P16,End
199904,C12837$@DOM1,C12837,P25,End
199904,C12837$@DOM1,C12837,P25,Start
199904,C12854$@DOM1,C12854,P25,Start
199904,C12854$@DOM1,C12854,P5,Start
199904,C13234$@DOM1,C13234,P9,Start
199904,C1359$@DOM1,C1359,P16,Start
199904,C1383$@DOM1,C1383,P16,Start
199904,C1432$@DOM1,C1432,P21,End
199904,C1432$@DOM1,C1432,P86,End
199904,C1443$@DOM1,C1443,P13,Start
199904,C1443$@DOM1,C1443,P14,Start
199904,C15276$@DOM1,C15276,P16,Start
199904,C15339$@DOM1,C15339,P16,End
199904,C1685$@DOM1,C1685,P5,End
199904,C1685$@DOM1,C1685,P5,Start
199904,C1685$@DOM1,C1685,P60,End
199904,C1685$@DOM1,C1685,P60,Start
199904,C17564$@DOM1,C17564,P16,Start
199904,C203$@DOM1,C203,P16,Start
199904,C2095$@DOM1,C2095,P21,Start
199904,C2095$@DOM1,C2095,P86,Start
199904,C2245$@DOM1,C2245,P119,Start
199904,C236$@DOM1,C236,P12,Start
199904,C236$@DOM1,C236,P5,Start
199904,C2542$@DOM1,C2542,P265,Start
199904,C2820$@DOM1,C2820,P16,Start
199904,C3570$@DOM1,C3570,P9,Start
199904,C3610$@DOM1,C3610,P16,Start
199904,C6897$@DOM1,C6897,P14,End
199904,C6897$@DOM1,C6897,P14,Start
199904,C701$@DOM1,C701,P16,End
199904,C7274$@DOM1,C7274,P16,Start
199904,C7760$@DOM1,C7760,P13,Start
199904,C7800$@DOM1,C7800,P16,Start
199904,C8007$@DOM1,C8007,P16,End
199904,C9087$@DOM1,C9087,P13,Start
199904,C9471$@DOM1,C9471,P25,Start
199904,C9471$@DOM1,C9471,P5,Start
199904,C9647$@DOM1,C9647,P4,Start
199904,LOCAL SERVICE@C1483,C1483,P90,Start
199904,LOCAL SERVICE@C523,C523,P9,End
199904,U169@C1646,C1646,P119,End
199904,U2784@DOM1,C7270,P107,Start
199904,U3410@DOM1,C9087,P665,Start
199904,U5356@DOM1,C12670,P501,Start
199904,U7490@DOM1,C16280,P1937,Start
199904,U920@DOM1,C8540,P96,Start
199904,U932@DOM1,C178,P130,Start
199905,C1007$@DOM1,C1007,P95,Start
199905,C10107$@DOM1,C10107,P4,Start
199905,C1035$@DOM1,C1035,P37,Start
199905,C1035$@DOM1,C1035,P5,Start
199905,C1089$@DOM1,C1089,P5,Start
199905,C11092$@DOM1,C11092,P16,Start
199905,C11766$@DOM1,C11766,P23,End
199905,C11766$@DOM1,C11766,P23,Start
199905,C11766$@DOM1,C11766,P24,End
199905,C11766$@DOM1,C11766,P24,Start
199905,C11766$@DOM1,C11766,P5,End
199905,C11766$@DOM1,C11766,P83,End
199905,C12111$@DOM1,C12111,P16,Start
199905,C1281$@DOM1,C1281,P16,Start
199905,C13024$@DOM1,C13024,P16,Start
199905,C13382$@DOM1,C13382,P1,Start
199905,C13819$@DOM1,C13819,P16,Start
199905,C14051$@DOM1,C14051,P16,Start
199905,C14177$@DOM1,C14177,P16,Start
199905,C1438$@DOM1,C1438,P16,End
199905,C14683$@DOM1,C14683,P131,Start
199905,C15168$@DOM1,C15168,P59,Start
199905,C1520$@DOM1,C1520,P131,Start
199905,C1568$@DOM1,C1568,P16,Start
199905,C1608$@DOM1,C1608,P314,Start
199905,C1608$@DOM1,C1608,P5,Start
199905,C16088$@DOM1,C16088,P173,Start
199905,C1661$@DOM1,C1661,P16,End
199905,C17240$@DOM1,C17240,P265,Start
199905,C17456$@DOM1,C17456,P16,Start
199905,C17794$@DOM1,C17794,P190,Start
199905,C17794$@DOM1,C17794,P5,Start
199905,C1848$@DOM1,C1848,P178,End
